clade_name	clade_taxid	SRR6784512_metaphlan	SRR6784531_metaphlan	SRR6784521_metaphlan	SRR6784526_metaphlan	SRR6784543_metaphlan	SRR6784517_metaphlan	SRR6784513_metaphlan	SRR6784414_metaphlan	SRR6784516_metaphlan	SRR6784403_metaphlan	SRR6784577_metaphlan	SRR6784570_metaphlan	SRR6784534_metaphlan	SRR6784595_metaphlan	SRR6784528_metaphlan	SRR6784585_metaphlan	SRR6784560_metaphlan	SRR6784561_metaphlan	SRR6784540_metaphlan	SRR6784520_metaphlan	SRR6784598_metaphlan	SRR6784574_metaphlan	SRR6784525_metaphlan	SRR6784535_metaphlan	SRR6784527_metaphlan	SRR6784553_metaphlan	SRR6784583_metaphlan	SRR6784589_metaphlan	SRR6784569_metaphlan	SRR6784510_metaphlan	SRR6784537_metaphlan	SRR6784523_metaphlan	SRR6784536_metaphlan	SRR6784566_metaphlan	SRR6784405_metaphlan	SRR6784410_metaphlan	SRR6784556_metaphlan	SRR6784576_metaphlan	SRR6784571_metaphlan	SRR6784575_metaphlan	SRR6784573_metaphlan	SRR6784578_metaphlan	SRR6784511_metaphlan	SRR6784411_metaphlan	SRR6784406_metaphlan	SRR6784544_metaphlan	SRR6784596_metaphlan	SRR6784591_metaphlan	SRR6784550_metaphlan	SRR6784552_metaphlan	SRR6784529_metaphlan	SRR6784597_metaphlan	SRR6784563_metaphlan	SRR6784514_metaphlan	SRR6784592_metaphlan	SRR6784413_metaphlan	SRR6784594_metaphlan	SRR6784568_metaphlan	SRR6784587_metaphlan	SRR6784586_metaphlan	SRR6784593_metaphlan	SRR6784567_metaphlan	SRR6784519_metaphlan	SRR6784524_metaphlan	SRR6784590_metaphlan	SRR6784515_metaphlan	SRR6784546_metaphlan	SRR6784565_metaphlan	SRR6784539_metaphlan	SRR6784582_metaphlan	SRR6784584_metaphlan	SRR6784564_metaphlan	SRR6784532_metaphlan	SRR6784580_metaphlan	SRR6784555_metaphlan	SRR6784549_metaphlan	SRR6784412_metaphlan	SRR6784542_metaphlan	SRR6784409_metaphlan	SRR6784557_metaphlan	SRR6784538_metaphlan	SRR6784562_metaphlan	SRR6784554_metaphlan	SRR6784408_metaphlan	SRR6784522_metaphlan	SRR6784559_metaphlan	SRR6784547_metaphlan	SRR6784572_metaphlan	SRR6784588_metaphlan	SRR6784581_metaphlan	SRR6784530_metaphlan	SRR6784545_metaphlan	SRR6784404_metaphlan	SRR6784558_metaphlan	SRR6784579_metaphlan	SRR6784518_metaphlan	SRR6784533_metaphlan	SRR6784548_metaphlan	SRR6784551_metaphlan	SRR6784541_metaphlan
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9333|s__GGB9333_SGB14296|t__SGB14296	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	29579.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9342	2|1239|186801|||	0	18.0	0	1177849.0	0	250.0	0	121717.0	0	82729.0	220670.0	580017.0	0	733.0	0	0	2326.0	0	0	0	0	1989.0	0	106.0	1167.0	30877.0	3141.0	0	121418.0	526.0	543.0	17627.0	0	539805.0	0	0	0	1063967.0	0	0	8012.0	1802.0	0	260.0	0	470.0	0	636.0	0	0	0	1611.0	0	0	0	0	0	648685.0	19342.0	3185.0	0	0	0	0	100.0	7349.0	1745.0	0	300.0	568.0	0	0	0	447.0	0	0	0	0	0	360.0	0	0	0	18163.0	0	19671.0	216439.0	0	147059.0	0	352.0	0	0	0	4045.0	0	283.0	3616.0	231572.0	1063.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9342|s__GGB9342_SGB14306	2|1239|186801||||	0	18.0	0	1177849.0	0	250.0	0	121717.0	0	82729.0	220670.0	580017.0	0	733.0	0	0	2326.0	0	0	0	0	1989.0	0	106.0	1167.0	30877.0	3141.0	0	121418.0	526.0	543.0	17627.0	0	539805.0	0	0	0	1063967.0	0	0	8012.0	1802.0	0	260.0	0	470.0	0	636.0	0	0	0	1611.0	0	0	0	0	0	648685.0	19342.0	3185.0	0	0	0	0	100.0	7349.0	1745.0	0	300.0	568.0	0	0	0	447.0	0	0	0	0	0	360.0	0	0	0	18163.0	0	19671.0	216439.0	0	147059.0	0	352.0	0	0	0	4045.0	0	283.0	3616.0	231572.0	1063.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306	2|1239|186801|||||	0	18.0	0	1177849.0	0	250.0	0	121717.0	0	82729.0	220670.0	580017.0	0	733.0	0	0	2326.0	0	0	0	0	1989.0	0	106.0	1167.0	30877.0	3141.0	0	121418.0	526.0	543.0	17627.0	0	539805.0	0	0	0	1063967.0	0	0	8012.0	1802.0	0	260.0	0	470.0	0	636.0	0	0	0	1611.0	0	0	0	0	0	648685.0	19342.0	3185.0	0	0	0	0	100.0	7349.0	1745.0	0	300.0	568.0	0	0	0	447.0	0	0	0	0	0	360.0	0	0	0	18163.0	0	19671.0	216439.0	0	147059.0	0	352.0	0	0	0	4045.0	0	283.0	3616.0	231572.0	1063.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9347	2|1239|186801|||	0	0	0	0	0	829.0	0	21709.0	0	247389.0	0	0	9548.0	972.0	0	0	0	0	0	0	0	0	0	0	0	11450.0	0	0	0	0	0	0	0	99.0	0	0	0	26435.0	0	0	403.0	0	0	0	0	0	0	1489.0	0	0	0	0	0	0	0	0	0	1332563.0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.0	0	0	0	0	0	0	0	920.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25972.0	498.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9347|s__GGB9347_SGB14313	2|1239|186801||||	0	0	0	0	0	829.0	0	21709.0	0	247389.0	0	0	9548.0	972.0	0	0	0	0	0	0	0	0	0	0	0	11450.0	0	0	0	0	0	0	0	99.0	0	0	0	26435.0	0	0	403.0	0	0	0	0	0	0	1489.0	0	0	0	0	0	0	0	0	0	1332563.0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.0	0	0	0	0	0	0	0	920.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25972.0	498.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9347|s__GGB9347_SGB14313|t__SGB14313	2|1239|186801|||||	0	0	0	0	0	829.0	0	21709.0	0	247389.0	0	0	9548.0	972.0	0	0	0	0	0	0	0	0	0	0	0	11450.0	0	0	0	0	0	0	0	99.0	0	0	0	26435.0	0	0	403.0	0	0	0	0	0	0	1489.0	0	0	0	0	0	0	0	0	0	1332563.0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.0	0	0	0	0	0	0	0	920.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25972.0	498.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9348	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	35754.0	0	0	0	0	0	0	2558.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76337.0	0	0	0	0	0	0	0	0	0	0	0	383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14252.0	0	0	568.0	0	0	0	32253.0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9348|s__GGB9348_SGB14315	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	35754.0	0	0	0	0	0	0	2558.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76337.0	0	0	0	0	0	0	0	0	0	0	0	383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14252.0	0	0	568.0	0	0	0	32253.0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9348|s__GGB9348_SGB14315|t__SGB14315	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	35754.0	0	0	0	0	0	0	2558.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76337.0	0	0	0	0	0	0	0	0	0	0	0	383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14252.0	0	0	568.0	0	0	0	32253.0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9350	2|1239|186801|||	1834.0	0	0	299694.0	0	0	0	0	0	0	0	0	2397.0	0	967.0	0	14810.0	0	0	0	18341.0	0	0	1057.0	0	0	0	0	0	0	2141755.0	0	1174.0	921.0	0	0	2956.0	50203.0	603086.0	0	0	0	0	0	0	117711.0	0	0	0	84.0	0	0	324.0	0	0	0	0	0	23997.0	0	0	0	0	0	0	0	0	0	2050.0	0	0	0	0	0	202306.0	108.0	0	0	0	0	0	1041896.0	0	0	0	0	14869.0	0	0	0	3522.0	0	0	0	0	410.0	2343.0	0	0	1919.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9350|s__GGB9350_SGB14317	2|1239|186801||||	1834.0	0	0	299694.0	0	0	0	0	0	0	0	0	2397.0	0	967.0	0	14810.0	0	0	0	18341.0	0	0	1057.0	0	0	0	0	0	0	2141755.0	0	1174.0	921.0	0	0	2956.0	50203.0	603086.0	0	0	0	0	0	0	117711.0	0	0	0	84.0	0	0	324.0	0	0	0	0	0	23997.0	0	0	0	0	0	0	0	0	0	2050.0	0	0	0	0	0	202306.0	108.0	0	0	0	0	0	1041896.0	0	0	0	0	14869.0	0	0	0	3522.0	0	0	0	0	410.0	2343.0	0	0	1919.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9350|s__GGB9350_SGB14317|t__SGB14317	2|1239|186801|||||	1834.0	0	0	299694.0	0	0	0	0	0	0	0	0	2397.0	0	967.0	0	14810.0	0	0	0	18341.0	0	0	1057.0	0	0	0	0	0	0	2141755.0	0	1174.0	921.0	0	0	2956.0	50203.0	603086.0	0	0	0	0	0	0	117711.0	0	0	0	84.0	0	0	324.0	0	0	0	0	0	23997.0	0	0	0	0	0	0	0	0	0	2050.0	0	0	0	0	0	202306.0	108.0	0	0	0	0	0	1041896.0	0	0	0	0	14869.0	0	0	0	3522.0	0	0	0	0	410.0	2343.0	0	0	1919.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9494	2|1239|186801|||	0	0	242.0	13161.0	1753.0	0	0	1249.0	0	0	2644.0	0	0	0	0	879.0	28523.0	0	0	0	0	0	0	1585.0	10752.0	2835.0	0	0	0	0	0	0	10509.0	0	0	0	2887.0	16660.0	0	0	2030.0	49987.0	0	3905.0	0	16328.0	0	28332.0	0	3697.0	1336.0	0	0	0	0	1856.0	0	0	0	418.0	0	0	0	0	0	0	0	0	0	0	2393.0	0	23880.0	0	0	0	766.0	0	0	0	2926.0	4304.0	0	9745.0	1952.0	0	363.0	0	1784.0	0	30130.0	399.0	61.0	0	0	14625.0	1043.0	147.0	0	4424.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9494|s__GGB9494_SGB14891	2|1239|186801||||	0	0	242.0	13161.0	1753.0	0	0	1249.0	0	0	2644.0	0	0	0	0	879.0	28523.0	0	0	0	0	0	0	1585.0	10752.0	2835.0	0	0	0	0	0	0	10509.0	0	0	0	2887.0	16660.0	0	0	2030.0	49987.0	0	3905.0	0	16328.0	0	28332.0	0	3697.0	1336.0	0	0	0	0	1856.0	0	0	0	418.0	0	0	0	0	0	0	0	0	0	0	2393.0	0	23880.0	0	0	0	766.0	0	0	0	2926.0	4304.0	0	9745.0	1952.0	0	363.0	0	1784.0	0	30130.0	399.0	61.0	0	0	14625.0	1043.0	147.0	0	4424.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9494|s__GGB9494_SGB14891|t__SGB14891	2|1239|186801|||||	0	0	242.0	13161.0	1753.0	0	0	1249.0	0	0	2644.0	0	0	0	0	879.0	28523.0	0	0	0	0	0	0	1585.0	10752.0	2835.0	0	0	0	0	0	0	10509.0	0	0	0	2887.0	16660.0	0	0	2030.0	49987.0	0	3905.0	0	16328.0	0	28332.0	0	3697.0	1336.0	0	0	0	0	1856.0	0	0	0	418.0	0	0	0	0	0	0	0	0	0	0	2393.0	0	23880.0	0	0	0	766.0	0	0	0	2926.0	4304.0	0	9745.0	1952.0	0	363.0	0	1784.0	0	30130.0	399.0	61.0	0	0	14625.0	1043.0	147.0	0	4424.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522	2|1239|186801|||	3660.0	0	0	0	0	0	0	0	0	82.0	330.0	0	0	0	0	0	0	2291.0	0	0	212.0	0	0	4454.0	0	0	13553.0	0	0	0	0	0	2929.0	5874.0	0	0	0	10883.0	0	0	2683.0	6793.0	0	1103.0	0	1416.0	0	14998.0	0	0	2577.0	0	0	0	0	2684.0	116.0	16132.0	973.0	5510.0	0	0	0	0	0	135.0	15854.0	0	0	0	0	0	0	0	0	0	0	0	0	2858.0	0	5744.0	0	14605.0	467.0	84.0	2359.0	0	3352.0	0	0	0	0	0	0	8289.0	0	1496.0	2679.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921	2|1239|186801||||	3660.0	0	0	0	0	0	0	0	0	82.0	330.0	0	0	0	0	0	0	2291.0	0	0	212.0	0	0	4454.0	0	0	13553.0	0	0	0	0	0	2929.0	5874.0	0	0	0	10883.0	0	0	2683.0	6793.0	0	1103.0	0	1416.0	0	14998.0	0	0	2577.0	0	0	0	0	2684.0	116.0	16132.0	973.0	5510.0	0	0	0	0	0	135.0	15854.0	0	0	0	0	0	0	0	0	0	0	0	0	2858.0	0	5744.0	0	14605.0	467.0	84.0	2359.0	0	3352.0	0	0	0	0	0	0	8289.0	0	1496.0	2679.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921	2|1239|186801|||||	3660.0	0	0	0	0	0	0	0	0	82.0	330.0	0	0	0	0	0	0	2291.0	0	0	212.0	0	0	4454.0	0	0	13553.0	0	0	0	0	0	2929.0	5874.0	0	0	0	10883.0	0	0	2683.0	6793.0	0	1103.0	0	1416.0	0	14998.0	0	0	2577.0	0	0	0	0	2684.0	116.0	16132.0	973.0	5510.0	0	0	0	0	0	135.0	15854.0	0	0	0	0	0	0	0	0	0	0	0	0	2858.0	0	5744.0	0	14605.0	467.0	84.0	2359.0	0	3352.0	0	0	0	0	0	0	8289.0	0	1496.0	2679.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9530	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3016.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6725.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9530|s__GGB9530_SGB14930	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3016.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6725.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9530|s__GGB9530_SGB14930|t__SGB14930	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3016.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6725.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532	2|1239|186801|||	0	18617.0	0	21291.0	0	0	0	302.0	0	0	0	5149.0	0	0	0	0	3161.0	0	0	0	0	723.0	0	0	0	0	0	0	0	0	0	0	2649.0	0	0	0	0	0	913.0	0	0	0	0	0	0	0	0	0	0	0	259.0	0	0	0	0	2149.0	0	4602.0	0	0	0	0	0	0	0	0	0	5497.0	0	0	0	0	0	0	9414.0	0	0	0	0	16412.0	14695.0	0	0	0	0	0	1277.0	0	5501.0	1268.0	29264.0	0	0	0	0	0	0	0	4120.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532|s__GGB9532_SGB14933	2|1239|186801||||	0	18617.0	0	21291.0	0	0	0	302.0	0	0	0	5149.0	0	0	0	0	3161.0	0	0	0	0	723.0	0	0	0	0	0	0	0	0	0	0	2649.0	0	0	0	0	0	913.0	0	0	0	0	0	0	0	0	0	0	0	259.0	0	0	0	0	2149.0	0	4602.0	0	0	0	0	0	0	0	0	0	5497.0	0	0	0	0	0	0	9414.0	0	0	0	0	16412.0	14695.0	0	0	0	0	0	1277.0	0	5501.0	1268.0	29264.0	0	0	0	0	0	0	0	4120.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532|s__GGB9532_SGB14933|t__SGB14933	2|1239|186801|||||	0	18617.0	0	21291.0	0	0	0	302.0	0	0	0	5149.0	0	0	0	0	3161.0	0	0	0	0	723.0	0	0	0	0	0	0	0	0	0	0	2649.0	0	0	0	0	0	913.0	0	0	0	0	0	0	0	0	0	0	0	259.0	0	0	0	0	2149.0	0	4602.0	0	0	0	0	0	0	0	0	0	5497.0	0	0	0	0	0	0	9414.0	0	0	0	0	16412.0	14695.0	0	0	0	0	0	1277.0	0	5501.0	1268.0	29264.0	0	0	0	0	0	0	0	4120.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537	2|1239|186801|||	0	0	0	31815.0	0	0	0	10669.0	0	0	47.0	0	0	0	0	765.0	136125.0	0	0	0	0	0	0	0	5880.0	1118.0	0	0	0	0	49574.0	0	0	0	2725.0	0	1479.0	5843.0	299.0	0	0	0	0	0	1065.0	1045.0	0	5556.0	0	0	13959.0	0	0	0	0	0	0	0	1796.0	416.0	0	0	4567.0	0	0	0	524.0	0	0	0	809.0	0	0	0	629054.0	5784.0	0	0	0	92049.0	0	2918.0	0	0	0	0	0	604.0	3895.0	0	12775.0	0	0	0	0	0	979.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537|s__GGB9537_SGB14940	2|1239|186801||||	0	0	0	31815.0	0	0	0	10669.0	0	0	47.0	0	0	0	0	765.0	136125.0	0	0	0	0	0	0	0	5880.0	1118.0	0	0	0	0	49574.0	0	0	0	2725.0	0	1479.0	5843.0	299.0	0	0	0	0	0	1065.0	1045.0	0	5556.0	0	0	13959.0	0	0	0	0	0	0	0	1796.0	416.0	0	0	4567.0	0	0	0	524.0	0	0	0	809.0	0	0	0	629054.0	5784.0	0	0	0	92049.0	0	2918.0	0	0	0	0	0	604.0	3895.0	0	12775.0	0	0	0	0	0	979.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537|s__GGB9537_SGB14940|t__SGB14940	2|1239|186801|||||	0	0	0	31815.0	0	0	0	10669.0	0	0	47.0	0	0	0	0	765.0	136125.0	0	0	0	0	0	0	0	5880.0	1118.0	0	0	0	0	49574.0	0	0	0	2725.0	0	1479.0	5843.0	299.0	0	0	0	0	0	1065.0	1045.0	0	5556.0	0	0	13959.0	0	0	0	0	0	0	0	1796.0	416.0	0	0	4567.0	0	0	0	524.0	0	0	0	809.0	0	0	0	629054.0	5784.0	0	0	0	92049.0	0	2918.0	0	0	0	0	0	604.0	3895.0	0	12775.0	0	0	0	0	0	979.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9551	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	59620.0	0	0	0	0	0	0	11979.0	0	0	1783.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5415.0	0	0	1542.0	0	0	8596.0	0	13286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3670.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9551|s__GGB9551_SGB14958	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	59620.0	0	0	0	0	0	0	11979.0	0	0	1783.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5415.0	0	0	1542.0	0	0	8596.0	0	13286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3670.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9551|s__GGB9551_SGB14958|t__SGB14958	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	59620.0	0	0	0	0	0	0	11979.0	0	0	1783.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5415.0	0	0	1542.0	0	0	8596.0	0	13286.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3670.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758	2|1239|186801|||	0	0	44965.0	1290829.0	0	17083.0	0	184505.0	0	968321.0	8935.0	893809.0	702445.0	27254.0	0	0	0	0	97.0	4344.0	0	15367.0	47.0	0	0	18189224.0	16673.0	0	26356.0	951.0	197.0	9186.0	187.0	4455791.0	67180.0	0	0	0	0	1729.0	8665.0	17267.0	0	0	0	383.0	0	31262.0	0	0	0	0	0	558853.0	44592.0	0	0	3067959.0	0	0	17296.0	0	0	0	153.0	288605.0	0	0	1664.0	0	0	9212.0	0	6517.0	0	0	0	0	0	242843.0	0	0	265.0	0	0	0	1814.0	0	0	0	0	0	0	72851.0	0	0	462.0	1020627.0	12503.0	1956.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758|s__GGB9758_SGB15368	2|1239|186801||||	0	0	44965.0	1290829.0	0	17083.0	0	184505.0	0	968321.0	8935.0	893809.0	702445.0	27254.0	0	0	0	0	97.0	4344.0	0	15367.0	47.0	0	0	18189224.0	16673.0	0	26356.0	951.0	197.0	9186.0	187.0	4455791.0	67180.0	0	0	0	0	1729.0	8665.0	17267.0	0	0	0	383.0	0	31262.0	0	0	0	0	0	558853.0	44592.0	0	0	3067959.0	0	0	17296.0	0	0	0	153.0	288605.0	0	0	1664.0	0	0	9212.0	0	6517.0	0	0	0	0	0	242843.0	0	0	265.0	0	0	0	1814.0	0	0	0	0	0	0	72851.0	0	0	462.0	1020627.0	12503.0	1956.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9758|s__GGB9758_SGB15368|t__SGB15368	2|1239|186801|||||	0	0	44965.0	1290829.0	0	17083.0	0	184505.0	0	968321.0	8935.0	893809.0	702445.0	27254.0	0	0	0	0	97.0	4344.0	0	15367.0	47.0	0	0	18189224.0	16673.0	0	26356.0	951.0	197.0	9186.0	187.0	4455791.0	67180.0	0	0	0	0	1729.0	8665.0	17267.0	0	0	0	383.0	0	31262.0	0	0	0	0	0	558853.0	44592.0	0	0	3067959.0	0	0	17296.0	0	0	0	153.0	288605.0	0	0	1664.0	0	0	9212.0	0	6517.0	0	0	0	0	0	242843.0	0	0	265.0	0	0	0	1814.0	0	0	0	0	0	0	72851.0	0	0	462.0	1020627.0	12503.0	1956.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9768	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15210.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9768|s__GGB9768_SGB15386	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15210.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9768|s__GGB9768_SGB15386|t__SGB15386	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15210.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
